name,neighbourhood,latitude,longitude,number_of_reviews
Dog-friendly space w/ private balcony and hot tub!,Loop,41.8731,-87.63203,50
Stunning 2BR in Wicker Park by Sonder,Logan Square,41.91711,-87.68638,18
Tasteful & Spacious Logan Square Private Bedroom,Logan Square,41.925540000000005,-87.7063,86
Minimalist Logan Square Studio,Humboldt Park,41.91213,-87.70234,6
Private Bedroom + Bathroom Wrigleyville North!,Uptown,41.956140000000005,-87.6559,0
Clean Guest Suite near ORD. 1 bedroom.,Portage Park,41.96787,-87.77146,6
Spacious Bronzeville home for traveling women only,Grand Boulevard,41.809909999999995,-87.61457,0
104 Big Room Queen & Twin bed Location Free Wi Fi,Rogers Park,42.00582,-87.66799,7
Suite in Artist's Home,West Ridge,42.00792,-87.68318000000001,12
Re-energize in Private Room in new Logan Square Townhouse,Humboldt Park,41.91316,-87.71784,75
The new meets the classic WRIGLEYVILLE / SOUTHPORT,Lake View,41.94943,-87.65968000000001,17
Discover Chicago from a Remodeled Tranquil Haven,Irving Park,41.94975,-87.70817,84
Heart of Italy Queen Bed+Breakfast+Snacks!,Lower West Side,41.84917,-87.68125,65
Private bedroom in South Shore House  on  busline,South Chicago,41.74966,-87.54919,0
▌▌▌THREE LEVEL Skyline View Chicago Penthouse ▌▌▌,West Town,41.89305,-87.66252,57
"Lower-level condo, semi private kitchen/living- West Town/Ukrainian Village",West Town,41.896229999999996,-87.67055,10
Downtown Chicago near Water Tower,Near North Side,41.89633,-87.62815,153
Close to Wrigley Field and Public Transportation,Irving Park,41.956379999999996,-87.70073000000001,2
"Bright, airy gem in Logan Square w street parking",Logan Square,41.92283,-87.70975,18
Best view in west loop CHICAGO,Near West Side,41.883359999999996,-87.64497,0
"Charming, Spacious 1BR Studio in Belmont Cragin",Belmont Cragin,41.93508,-87.7591,110
1 Bedroom Apartment in Historic Old Town House,Lincoln Park,41.91165,-87.63493000000001,97
2 DOWNTOWN SUNNY ROOMS FOR 3 PEOPLE +PARKING,Near West Side,41.87869,-87.64328,135
"Comfy, spacious spot in lake view. Walk to Wrigley",Lake View,41.933859999999996,-87.66366,11
The Aventus,Austin,41.88221,-87.74647,135
"Aquarius house,safe Blue Line, upscale",Irving Park,41.95598,-87.72621,37
Hyde Park Chicago,Hyde Park,41.79509,-87.58284,0
"Charming, Vintage, and Spacious Home in Logan Square",Logan Square,41.92839,-87.71406,61
LAKEVIEW Large Vintage Apartment BEST LOCATION,Lake View,41.93887,-87.65290999999999,1
Great Place to Stay in Logan Square by 606 Trail!,Logan Square,41.915240000000004,-87.69923,32
Sunny Attic Suite at Casa de Ninners,Bridgeport,41.83405,-87.65347,50
Elegant Depaul Apt on Jonquil Park,Lincoln Park,41.92749,-87.65549,11
A1. DowntownChicago Best Location&BestPrice!,Bridgeport,41.84773,-87.64426,134
Private home in Chicago-20mins from Downtown,Chicago Lawn,41.77535,-87.69740999999999,2
Quaint Two Bedroom in the WOW District,West Town,41.909859999999995,-87.69579,78
Classic 2 Bedroom Roscoe Village Apartment,North Center,41.93978,-87.6845,71
Bucktown Sun Palace,Logan Square,41.921479999999995,-87.68533000000001,4
20 MINUTES FROM LOOP IF USING EXPRESS WAY.,Washington Heights,41.7096,-87.63965,0
Comfy couch -Steps from Public Transit/Divvy,Lincoln Park,41.93142,-87.66837,1
Spacious 1 bedroom in downtown,Loop,41.88507,-87.62938,3
"Spacious 1 bed in heart of Lincoln Park, Chicago",Lincoln Park,41.92962,-87.64442,11
"Hip, spacious condo in the heart of Wicker Park",West Town,41.90631,-87.67276,11
Charming Room with Attached Private Sun Room,Rogers Park,42.00087,-87.66751,0
Historic Comfortable South Shore Bungalow,South Chicago,41.74607,-87.57066999999999,24
Entire home West Loop / River West,West Town,41.89503,-87.65061,2
Spacious Lincoln Park condo w/ parking,Lincoln Park,41.931490000000004,-87.65864,0
Warm Nostalgic Escape,Garfield Ridge,41.80904,-87.73974,0
Full Modern Apt Wicker Park Chicago,West Town,41.90287,-87.66814000000001,2
Simple 2BR in Wicker Park by Sonder,Logan Square,41.91554,-87.68661,20
Warm & Modern Pilsen Home,Lower West Side,41.859320000000004,-87.65475,18
Comfy and colorful 1 bdrm next to Lake Michigan,Uptown,41.95743,-87.64768000000001,3
Cora's bed and breakfast home.,Washington Heights,41.708220000000004,-87.63954,0
Wicker Park - Close To Loop & Nightlife w/ Parking,West Town,41.90101,-87.66818,2
Cozy Room in Andersonville Abode,Edgewater,41.98684,-87.66483000000001,12
"Beautifully Renovated, Walking distance to Lake!",Near North Side,41.902809999999995,-87.62987,32
Luxury Wicker Park Penthouse w/ Private Rooftop,West Town,41.91137,-87.68426,74
2 BR  apartment near O'Hare,Dunning,41.950590000000005,-87.83489,21
Custom Home near Wrigley with Parking - Sleeps 10!,Lake View,41.950590000000005,-87.66972,81
3 BR w/ Private Entrance Steps from Division St.,West Town,41.90082,-87.67543,82
Avondale Apartment - All Yours!,Avondale,41.9384,-87.69636,0
"⭐2BR, Gym and Wifi ❤️Wrigley Cubs Near Restos",Uptown,41.96172,-87.64876,60
**Gorgeous Magnificent Mile 3br Condo**,Loop,41.86999,-87.62326999999999,21
Wrigleyville Confort,Lake View,41.94998,-87.66064,54
1QueenSizeBedPrivateRmMcCormickGreenLineTrain,Grand Boulevard,41.81475,-87.62193,15
2 bedroom in newly renovated hipster haven.,Logan Square,41.91672,-87.69834,13
The Greenleaf House - Room #1 Queen,Rogers Park,42.01116,-87.6628,65
1 Bed Blocks to Wrigleyville & Southport Corridor,Lake View,41.94355,-87.65893,5
Cozy bedroom available in Albany park !,Albany Park,41.96542,-87.71863,27
2BR Close to Downtown 1st fl aval FREE PARKING,West Town,41.892720000000004,-87.66224,86
Trendy Chicago Loft,West Town,41.912459999999996,-87.6712,23
The Greenleaf House—Whole House,Rogers Park,42.011540000000004,-87.6626,20
Large bedroom in shared apartment in Logan Square,Logan Square,41.92716,-87.69767,32
Greystone Haven in Logan Square,Logan Square,41.92395,-87.71211,89
Private Rooms in Modern Spacious Apt Near Downtown,Lower West Side,41.857659999999996,-87.65571,43
Victorian Greystone Garden,Hyde Park,41.79466,-87.59998,105
Best deal in the area,Gage Park,41.79359,-87.70345,95
#1 Hyde park luxury newly furnished PRIVATE RM&BTH,Kenwood,41.80237,-87.60256,42
Hip West Town Coach House w/ Fireplace,West Town,41.89236,-87.66134,43
#2 Hyde park PRIVATE luxury newly furnished room,Kenwood,41.80353,-87.60365,75
#3 Hyde park PRIVATE luxury newly furnished room,Kenwood,41.80407,-87.60266,45
Safe Hyde Park University of Chicago Law campus UC,Woodlawn,41.78465,-87.59593000000001,8
"Easy cummuteTHE CUTEST COZY SPOT!Private,SPA BATH!",Austin,41.8857,-87.77462,31
CITY LIVING BEAUTIFUL STUDIO. NEXT TO DOWNTOWN.,Bridgeport,41.83749,-87.64494,24
GrandBoulevardChicagoBtwTwoSubwayTrainsDowntown,Grand Boulevard,41.80643,-87.61636999999999,2
Next to University of Chicago Private Bedroom,Woodlawn,41.78475,-87.61128000000001,5
2BR Lavish Living in South Loop,Loop,41.86902,-87.62642,70
large 4 bdrm close to Wrigley Field,Irving Park,41.9533,-87.70082,13
Lakeview apartment (Wrigley area),Lake View,41.93411,-87.6696,2
2 BRM Modern Townhouse in Super Hip Logan Square!,Logan Square,41.91471,-87.70933000000001,11
Piece of Mind,West Town,41.91125,-87.70153,16
Cozy Lincoln Park Studio in a Trendy Location,Lincoln Park,41.925,-87.64944,6
Spacious Room in Pilsen,Lower West Side,41.85151,-87.67729,62
"Duplex south of Chicago Loop, Free Parking/WIFI",Armour Square,41.844609999999996,-87.63654,115
Vintage Gem in West Town,West Town,41.89611,-87.67236,53
Lux. apt. w/patio .5 miles from Wrigley Field,Lake View,41.94128,-87.64728000000001,4
⭐NEW 25% OFF❤️ Snazzy Condo| 7 min to Wrigley ⭐,Uptown,41.9628,-87.64925,76
Industrial 4BR in Lake View by Sonder,Lake View,41.940509999999996,-87.66558,33
3 BR in the Heart of Lakeview,Lake View,41.94175,-87.66589,2
Cozy Lincoln Park Apartment.,Lincoln Park,41.923629999999996,-87.63755,1
Charming! West Loop 1-Bedroom for Rent,Near West Side,41.8865,-87.6438,1
b-OneTrainToTheMcCormickPlace,Grand Boulevard,41.81577,-87.62057,7
a-PublicTransit&FewMinAwayFromMcCormickPlace,Grand Boulevard,41.815090000000005,-87.62184,9
Spacious Private Bedroom & Bath- North of Wrigley!,Lake View,41.95828,-87.66552,68
Bright and Sunny Northside Room!,Irving Park,41.9535,-87.71385,17
"Bright, Clean, Cozy Apt in Artsy Pilsen",Lower West Side,41.85633,-87.66434,8
Expansive 5BR in West Town by Sonder,West Town,41.89202,-87.6615,37
BemaniHouse Chicago,Humboldt Park,41.90416,-87.71018000000001,0
Cozy Mid-Century Home,South Lawndale,41.85305,-87.69476,0
Relaxing private guest room in Andersonville,Edgewater,41.98035,-87.67369000000001,32
Just minutes to all of wicker park!,West Town,41.897459999999995,-87.68276999999999,6
"AIC, Private room with view of the 606.",Humboldt Park,41.91253,-87.71611999999999,86
The Greenleaf House - Room #4 Single,Rogers Park,42.0113,-87.66265,78
Old Town Charm and Beauty (Blue Cozy),Lincoln Park,41.91475,-87.64105,0
Slice of Home - private bed/bath in LP,Lincoln Park,41.92185,-87.65226,14
The Greenleaf House - Room #5 Queen,Rogers Park,42.01148,-87.66314,117
Comfy 1 bedroom with patio,Lower West Side,41.84902,-87.67860999999999,1
The Greenleaf House - Fantastic Futon!,Rogers Park,42.010040000000004,-87.66287,23
The Greenleaf House - Room #2 King Master,Rogers Park,42.0111,-87.66455,28
*~Cozy~* 1 bedroom garden in Ukrainian village,West Town,41.89765,-87.68115999999999,35
Deluxe Lawrence Uptown Condo,Uptown,41.96839,-87.65299999999999,12
Modern Clean Condo Pvt Roof Deck & Free Parking,Near West Side,41.86732,-87.66102,48
The Greenleaf House -Room #6 Single Bed & Loft Bed,Rogers Park,42.01,-87.66465,74
The Greenleaf House - Room #7 Loft Bed,Rogers Park,42.011540000000004,-87.66275,85
~Airbnb Room Switch,Englewood,41.783390000000004,-87.6285,6
~AirBnb Cancel,Englewood,41.78497,-87.63031,7
Private Room by Wicker Park Chicago w/ Cold Brew,Logan Square,41.91567,-87.67484,8
Luxury High-Rise Apartment,Loop,41.884170000000005,-87.63557,11
Stylish Studio in Historic Logan Square,Logan Square,41.92796,-87.70536,10
Cozy bed 15 Mins to Ohare|downtwn,Irving Park,41.95921,-87.71799,25
15 MIN. to LOOP/Ohare! Cannabis Friendly|Btm bed,Irving Park,41.95924,-87.71692,39
"Spacious, sunny room in Andersonville",Edgewater,41.97645,-87.66611999999999,5
OneEleven FURNISHED 1 BED INDOOR POOL GYM (55),Loop,41.886140000000005,-87.63039,0
2-Floors Free Parking Bottle of Wine Flex Check-in,Lake View,41.93415,-87.65583000000001,56
Lakeview Apartment,Lake View,41.954390000000004,-87.64921,0
Cozy and Stylish Studio in Irving Park Neighborhood,Irving Park,41.94151,-87.73058,173
Logan Square apartment with FREE parking,Logan Square,41.9289,-87.72308000000001,110
Pilsen Garden 2 bedroom Suite MONTHLY RENTAL,Lower West Side,41.85564,-87.67578,4
Liberty! Private room with view of 606.,Humboldt Park,41.91255,-87.71781999999999,68
Logan Square Coachhouse,Logan Square,41.927609999999994,-87.71993,119
3 Bedroom with Private Deck in Best Location,West Town,41.91192,-87.67574,69
Spacious Wicker Park two bedroom,West Town,41.904740000000004,-87.67484,0
"Wicker Park/Bucktown, close to the El",West Town,41.912859999999995,-87.69086,1
Lakeview-Wrigleyville Guest room,Lake View,41.9424,-87.65159,1
Private room 2 blocks from Wrigley field,Lake View,41.94661,-87.66286,1
"CUTE 2 BD, lake view, 1.5 miles to McCormick Pl!",Near South Side,41.8632,-87.62483,5
Cozy 2 Bedroom in Brighton Park near Orange Line,Brighton Park,41.80972,-87.69028,5
B2. Next to Downtown Best price and Location!,Armour Square,41.83968,-87.63257,105
Huge Southwestern Eight Bed Four Bath in Logan with Horses,Logan Square,41.92584,-87.70169,13
Lakeview Apartment,Lake View,41.94099,-87.66101,8
Warm Minimalistic Wicker Park Top Floor Apartment,West Town,41.903009999999995,-87.68021,0
B3. Next to DowntownChicago-BestPrice&Location,Armour Square,41.84186,-87.63112,139
B1.Next to DowntownChicago-BestPrice &BestLocation,Armour Square,41.83995,-87.63252,146
Open Concept 2bd+Den 2nd floor Apt,Near West Side,41.87314,-87.68833000000001,28
City Gem-New Bright Airy Apartment in Great Area,Logan Square,41.92333,-87.67692,41
"Elegant Downtown Studio w/ Hot Tub, Pool, + More",Loop,41.8881,-87.61774,4
Lincoln Park Mansion w/ Rooftop Bar/Lounge!,Lincoln Park,41.916140000000006,-87.65267,33
Wrigleyville Garden Studio,Lake View,41.941629999999996,-87.65966999999999,62
Home away HOTEL,Near North Side,41.90578,-87.62832,0
Beautiful Condo in Lakeview,Lake View,41.93912,-87.64820999999999,1
Newly Updated Apartment at the Beach,Rogers Park,42.00362,-87.65883000000001,28
DOWNTOWN STUDIO BY RUSH STREET & CHICAGO NIGHTLIFE,Near North Side,41.90143,-87.62592,21
Sunny and spacious private room,Rogers Park,42.00587,-87.67008,54
Wrigleyville Condo - private bedroom and bathroom,Lake View,41.94708,-87.65046,87
Large studio with the best location in Chicago.,Lake View,41.93339,-87.64809,7
Sunny One-Bedroom Apartment in Andersonville,Edgewater,41.97757,-87.66275,32
Hyde Park Home Away from Home,Hyde Park,41.79845,-87.6043,6
Cozy room in Lincoln Square neighborhood,Lincoln Square,41.97772,-87.69029,60
308 Duplex Condo near by downtown and McCormick Pl,Armour Square,41.848620000000004,-87.63412,30
2 Bedrooms Blocks to Wrigleyville & Southport,Lake View,41.94515,-87.65898,3
"Cozy Home, mins from McCormick Place/Downtown",Grand Boulevard,41.81777,-87.61877,39
Your Home in Roscoe Village,North Center,41.9454,-87.68508,48
Great place at a great price.,Gage Park,41.79357,-87.70178,69
Premium 2BR Apartment in South Loop,Loop,41.8701,-87.62644,57
Kick-Ass Stylish Getaway *LGBTQ Friendly*,Lincoln Square,41.96824,-87.67976999999999,34
Logan Square home,Logan Square,41.91924,-87.70858,0
Urban Glamour in West Town,West Town,41.89496,-87.67246999999999,9
Spacious Private Room in Prime Lakeview Location,Lake View,41.94041,-87.67051,31
Lincoln Square on the Chicago River,Lincoln Square,41.9681,-87.69803,10
Old Town Duplex - Steps from the Park!,Lincoln Park,41.915409999999994,-87.63526999999999,82
Roomy Irving Park Single Family House - Sleeps 12!,Irving Park,41.95562,-87.72712,63
Vintage 3BR/2Ba Duplex in Wrigley/Lakeview,Lake View,41.94539,-87.65145,24
"Single Room in West Town Flat, Center of City",West Town,41.89462,-87.67285,25
All you need for a Chicago Trip!,Mckinley Park,41.82967,-87.67886,0
Lovely Full Two Bedroom Apartment in Edgewater,Edgewater,41.99365,-87.67107,0
Little Italy Cozy Penthouse near UIC & McCormick,Near West Side,41.86907,-87.65953,13
Live & Love like a local in Andersonville! 3 bed,Uptown,41.975629999999995,-87.67206,61
Sunny Private Room in eclectic West Town near Loop,West Town,41.89506,-87.67289,14
"Ukrainian Village, CUTE FLAT, close to Wicker Park",West Town,41.89643,-87.68014000000001,0
Luxury Oversized Penthouse with Rooftop Views,West Town,41.90182,-87.67304,10
Lake Home! 2 blks to Beach/ 10 mins to Downtown!,Oakland,41.8255,-87.60599,37
Stunning 2BR in Lincoln Park by Sonder,Lincoln Park,41.92987,-87.65015,16
"Modern 2-BR, 1-ba near Wrigley, Red line!",Lake View,41.939440000000005,-87.66421,11
Modern Private Guest Suite in Logan Square,Logan Square,41.91946,-87.70392,42
Relax & Walk to Wrigley Field from this Comfy Home,North Center,41.951440000000005,-87.68164,53
Charming Portage Park Roost Private 2 bed 1 bath,Portage Park,41.94794,-87.77038,112
Stylish New 6 Bedroom Home in Trendy Logan Square!,Avondale,41.934870000000004,-87.70182,66
Charming 2BR in River West by Sonder,West Town,41.88984,-87.65637,14
Fabulous & funky private room/bath steps from CTA!,Albany Park,41.96594,-87.71009000000001,19
"Artsy, cozy, getaway! Perfect for couples!",Hermosa,41.93786,-87.74067,105
Chicago downtown cozy one bedroom apartment,Near West Side,41.88114,-87.64378,5
☀ Private Floor & Bath in Safest Neighborhood ☀,Norwood Park,41.99255,-87.78390999999999,23
**Walk to Everything In the Heart of Downtown***,Loop,41.87062,-87.62532,17
Corporate Housing. Designer Apt @ Heart of Chicago,Loop,41.88305,-87.62366999999999,1
"Super nice gold coast, river north, old town 2br",Near North Side,41.90467,-87.63444,50
Cozy with Chic Design 2BR in Hip Logan Square,Logan Square,41.92259,-87.7127,74
Modern Downtown Hyde Park 1 Bedroom SmartHome,Hyde Park,41.80015,-87.60323000000001,30
#4 Hyde park Luxury PRIVATE RM&BTH airventilator,Kenwood,41.80253,-87.60377,59
Luxury (KING BED) + ENTIRE PLACE = Your Next Stay!,Dunning,41.93775,-87.81535,77
Old town vintage 2 bedroom,Lincoln Park,41.91341,-87.63927,0
Bright and Sophisticated,Avondale,41.93674,-87.72061,21
Stylish Home in the Heart of Bucktown!,West Town,41.91042,-87.67299999999999,14
"Beige Rm w/ Private Bath, 5 min to train",Lake View,41.93821,-87.66538,5
Historic Pullman Home-Style Comfort & Great Locale,Pullman,41.68923,-87.60536,52
"Yellow Room in 3BR/2bath Apt, 5 min to train",Lake View,41.9385,-87.66546,10
"2 BEDS & FREE PARKING, 5 MN TO WILLIS TOWER & BEAN",Near West Side,41.87708,-87.64277,142
Cozy apartment in Ukrainian Village in Chicago,West Town,41.89717,-87.69028,1
"Chicago Gem, 15 min/Loop, Free Parking",Lower West Side,41.85848,-87.66668,73
Riveting in Roscoe Village - 3BR with Parking!,North Center,41.93979,-87.68168,66
Mattioli guest suite (private lower level),West Ridge,41.99542,-87.68966999999999,44
Roscoe Village Homestead,North Center,41.943090000000005,-87.68005,5
"Neo Classical near Brown Line, Boys Town and LPark",Lake View,41.93472,-87.64961,40
"Blue Room in 3BR/2bath Apt, 5 min to train",Lake View,41.94027,-87.66565,11
Go CUBS! 3BR. HEART of Wrigley / Boystown,Lake View,41.9461,-87.65115,40
Stay Along the North Branch! Northside 2 Bedroom,Albany Park,41.973279999999995,-87.70523,50
★2-Story Home w/Spacious Parking in Old Town⚾️CUBS,Lincoln Park,41.912040000000005,-87.6489,28
UPTOWN! Bright and clean near L and lake!,Uptown,41.964659999999995,-87.66235,9
House for the holidays in heart of Logan Square!,Logan Square,41.931090000000005,-87.70701,0
Hotel Perks - Private Bedroom | Private Bathroom,Near North Side,41.891890000000004,-87.62642,7
Sweet northwest side neighborhood gem,Forest Glen,41.97421,-87.75149,2
Private Room in Boho Pilsen Duplex,Lower West Side,41.85804,-87.65055,6
Entire lofted space in West Town,West Town,41.89079,-87.65786999999999,10
Home away from home in Pilsen!! 3 bedrooms!,Lower West Side,41.85798,-87.6505,36
Near Downtown; 2 Parking Spots; Sleeps 6!,Lincoln Park,41.92038,-87.6639,49
"Aquarius House, large room",Irving Park,41.95409,-87.72617,26
BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 4,Lake View,41.94556,-87.65016999999999,3
"Heart of Logan Square, private room, sunny w/deck!",Logan Square,41.92606,-87.70992,62
"Cute 1 BR in Pilsen, great location",Lower West Side,41.847840000000005,-87.68491999999999,23
"Modern, Spacious Wicker Park Condo",West Town,41.91086,-87.66982,1
"Reggies Condo, prime South Loop, cozy 2BR, unit 1",Near South Side,41.85471,-87.62754,34
STUNNING VIEW OF THE LAKE,Rogers Park,42.00504,-87.65903,12
201 Nice Area Small but Comfortable Private Room,Edgewater,41.98418,-87.67146,37
~AirBnb Changed Room,Englewood,41.78539,-87.62899999999999,5
Vintage Modern Chicago - -  Private Room,Lake View,41.94228,-87.64211,17
High rise corner unit in the heart of Chicago,Loop,41.87766,-87.63396999999999,0
Huge Duplex in Roscoe Village/Lakeview,North Center,41.946659999999994,-87.67508000000001,74
#3 Luxury PRIVATE Rm & full Bthrm free parking,Dunning,41.939840000000004,-87.78709,36
#2 Luxury PRIVATE Rm & full Bthrm free parking,Dunning,41.939840000000004,-87.78788,13
Beautiful West Ridge Treeline Apartment,West Ridge,41.98916,-87.69208,4
BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 3,Lake View,41.94466,-87.64936999999999,2
LOCATION! LOCATION!WRIGLEY - BOYSTOWN - LAKEVIEW 2,Lake View,41.94528,-87.65205,2
Cozy 1-bed unit between O'hare & Dowtown Chicago,Portage Park,41.95632,-87.77405999999999,108
LOCATION! LOCATION!WRIGLEY - BOYSTOWN - LAKEVIEW 2,Lake View,41.946000000000005,-87.65241999999999,1
3BD Duplex Loft in Lincoln Park-parking included,Lincoln Park,41.91792,-87.6544,0
The Blue Room w/ Queen Bed in Finished Attic,Lake View,41.939859999999996,-87.66365,23
#4 Luxury newly renovate PRIVATE room free parking,Dunning,41.93841,-87.78782,29
BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1,Lake View,41.946659999999994,-87.6493,11
Clean Safe & Affordable. 5 Min Walk To Metro!,Jefferson Park,41.971779999999995,-87.76677,86
Premium Quad Room:  Great for Families or Friends,Near North Side,41.89204,-87.62624,0
Granville House Chicago,Edgewater,41.99338,-87.67043000000001,30
BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1,Lake View,41.9393,-87.65266,4
BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1,Lake View,41.94133,-87.65368000000001,6
BEST LOCATION EVER!WRIGLEY - BOYSTOWN - LAKEVIEW 1,Lake View,41.94119,-87.65396,6
LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 6,Lake View,41.946509999999996,-87.65011,1
LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 5,Lake View,41.94567,-87.64919,0
LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 4,Lake View,41.94559,-87.64933,1
LOCATION!LAKEVIEW SUPER BASE -WRIGLEY -BOYSTOWN 3,Lake View,41.93884,-87.65231999999999,3
"Clean, beautiful 1 bdrm near Midway Airport",Garfield Ridge,41.79053,-87.78152,0
Renovated Designer Apartment in Heart of Lincoln Square,Lincoln Square,41.964259999999996,-87.68528,97
"Wicker Park/Bucktown 2BR Apartment, free parking!",Logan Square,41.91859,-87.68645,139
☆NEW XL Private Room. Wrigley Field. Lake Michigan,Uptown,41.960359999999994,-87.6515,85
Old Coast Condo,Near North Side,41.90509,-87.63376,8
3Bdrm New home w/view & party deck - 2nd Floor,Lake View,41.94743,-87.65906,16
Cozy studio close RushUIC med campus United Center,Near West Side,41.88155,-87.66875,0
The Mulligan House,Belmont Cragin,41.931909999999995,-87.78339,1
LOCATION!LAKEVIEW SUPER BASE -WRIGLEY - BOYSTOWN 3,Lake View,41.94513,-87.64918,1
"LAKEVIEW HEART! BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2",Lake View,41.94055,-87.65429,0
"LAKEVIEW HEART! BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2",Lake View,41.9407,-87.65205999999999,2
"LAKEVIEW HEART! BOYSTOWN -WRIGLEY ""HOSTEL STYLE"" 2",Lake View,41.94614,-87.64950999999999,0
Luxury Condo in Gorgeous Location w FREE Parking!,West Town,41.90495,-87.66281,37
Cozy apartment in great Ukrainian Village,West Town,41.89882,-87.68791999999999,2
Paradise stay,Near North Side,41.89278,-87.63006,0
"HYDE PARK GEM! 
W/ PARKING -Spring/Summer Deals",Hyde Park,41.80189,-87.59399,79
Large Guest Space with Private Entry in Rodgers Park House,Rogers Park,41.9993,-87.67294,5
Trendy BuckTown East Village Private Residence,West Town,41.903040000000004,-87.66963,58
Uptown Dream,Uptown,41.96407,-87.65188,23
★NEW XXL Private Room. Buena Park of Great Chicago,Uptown,41.96212,-87.64644,71
Private Duplex Coach Home in West Town,West Town,41.891009999999994,-87.65809,78
Chicago 4 level townhome+deck near Wrigley&MichAve,Logan Square,41.934,-87.68793000000001,0
Charming Bucktown Home with yard and garage,Logan Square,41.917,-87.67186,33
Ernesto’s Apartment,Lower West Side,41.85742,-87.67148,47
Queen bed with a twin bed attached to room!,Belmont Cragin,41.92281,-87.76953,17
★WoW★10min to DT♥Center of Chicago♥Easy Transit,East Garfield Park,41.8773,-87.69466,112
The Green Room on 3rd Floor in Finished Attic,Lake View,41.9399,-87.66349,28
Roscoe Village Gem-Close to Everything!,North Center,41.94184,-87.6782,56
THE JAZZ LANDMARK 5MIN TO MCCORMICK / DOWNTOWN,Grand Boulevard,41.81399999999999,-87.61584,15
Darling Garden Apartment,West Town,41.90137,-87.68064,11
DEPARTAMENTO  BELMONT,Portage Park,41.93943,-87.76897,0
"Modern, Open, Loft in Chicago's Logan Square",Logan Square,41.92054,-87.71558,100
Trendy Wicker Park private room w/ FREE parking,West Town,41.90348,-87.67196,1
Clean & Safe-5 min walk to metro-Canopy Bed Too!!!,Jefferson Park,41.97098,-87.76597,59
Three Story Southport Townhouse w/ Private Patio,Lake View,41.94097,-87.66354,50
Charming Suite in North West Side of Chicago,Forest Glen,41.97654,-87.74931,2
"Private apartment inside house 
GATED FREE Parking",Rogers Park,41.99913,-87.67043000000001,46
NICE HOUSE FOR A GOOD PRICE,Austin,41.91435,-87.76508000000001,124
*Luxury Condo/Chicago Midway Airport Location *,West Lawn,41.75428,-87.72759,44
Hyde Park 4 Bed/3 Bath Modern Condo- NO PARTIES!!!,Hyde Park,41.800940000000004,-87.60358000000001,161
"Sophisticated River West 2 Bedroom - Near the ""L""!",West Town,41.892340000000004,-87.64966,85
One block from metra near ohare,Austin,41.920320000000004,-87.80041,4
"Speakeasy Suite  *Walk to Action, B-fast Included",Logan Square,41.92178,-87.70600999999999,12
3 Level Lincoln Park Townhouse with 4 Beds!,Lincoln Park,41.923,-87.65290999999999,69
PRIVATE ROOM IN LAKEVIEW HEART! BOYSTOWN -WRIGLEY,Lake View,41.94696,-87.65139,1
"The Avondale, Your Mid Century, Relaxed Retreat in Chicago.",Avondale,41.934670000000004,-87.69051,35
"3 Bed, 2.5 bath- Wicker Park/Bucktown Entire Apt.",Logan Square,41.91636,-87.67392,6
Logan Square/Avondale Oasis,Avondale,41.93329,-87.71944,23
Spacious and bright home,Norwood Park,41.99638,-87.81884000000001,0
"Quiet condo, amazing neighborhood",Uptown,41.95564,-87.65553,0
Expansive views condo,Near North Side,41.8918,-87.61985,0
Large 1 bedroom in Heart of River North,Near North Side,41.894259999999996,-87.64303000000001,0
one bedroom oasis in logan square,Logan Square,41.92119,-87.70177,0
"Home base 1 near O' Hare ORD, Rosemont",Jefferson Park,41.97497,-87.78705,29
Beautiful 3-bedroom townhome,Lake View,41.94316,-87.65966999999999,0
Great townhouse in a gated community,Near South Side,41.85662,-87.62824,0
Home Base 2 near O' Hare ORD and Rosemont,Jefferson Park,41.97558,-87.78523,7
Cozy Garden Studio on Damen,West Town,41.89955,-87.677,1
Premium Highrise Unit W/Amazing Views 5* Amenities,Near North Side,41.891690000000004,-87.61969,3
Beautiful and Comfortable Lincoln Park Home,Lincoln Park,41.93187,-87.66258,10
December,Edgewater,41.992779999999996,-87.65751999999999,0
Chicago Downtown Lovely Condos,Douglas,41.83592,-87.61534,5
Delightful 3 bed 2 bath!!!,Albany Park,41.96881,-87.70767,81
Ideally located cozy apt,Lincoln Park,41.92907,-87.64152,0
Fulton Market Loft,Near West Side,41.886520000000004,-87.65704000000001,0
Vintage Hyde Park Condo,Hyde Park,41.79852,-87.58555,0
2 bedroom in Little Italy,Near West Side,41.87218,-87.65226,4
Fully renovated Andersonville home,Uptown,41.97615,-87.66323,0
Hostel Style Room & 5* Location WRIGLEY - LAKEVIEW,Lake View,41.9464,-87.64944,1
